iter	Passed	Remaining
1657	205904	166661
1658	206028	166536
1659	206147	166408
1660	206263	166277
1661	206385	166151
1662	206507	166025
1663	206640	165908
1664	206756	165777
1665	206874	165648
1666	207002	165527
1667	207121	165399
1668	207252	165280
1669	207371	165152
1670	207489	165022
1671	207608	164895
1672	207731	164769
1673	207851	164642
1674	207967	164511
1675	208083	164380
1676	208209	164258
1677	208331	164132
1678	208455	164008
1679	208577	163882
1680	208694	163752
1681	208816	163626
1682	208944	163505
1683	209060	163375
1684	209185	163251
1685	209320	163135
1686	209444	163011
1687	209561	162882
1688	209680	162753
1689	209802	162627
1690	209927	162504
1691	210054	162382
1692	210179	162259
1693	210314	162143
1694	210435	162016
1695	210546	161882
1696	210671	161759
1697	210787	161628
1698	210916	161508
1699	211038	161382
1700	211157	161254
1701	211280	161129
1702	211403	161004
1703	211525	160878
1704	211652	160756
1705	211778	160634
1706	211899	160507
1707	212021	160381
1708	212139	160252
1709	212253	160121
1710	212376	159995
1711	212503	159873
1712	212620	159744
1713	212743	159619
1714	212864	159493
1715	212986	159367
1716	213105	159239
1717	213228	159114
1718	213358	158995
1719	213488	158874
1720	213617	158754
1721	213726	158619
1722	213850	158494
1723	213980	158375
1724	214096	158245
1725	214217	158118
1726	214342	157995
1727	214466	157871
1728	214588	157745
1729	214702	157613
1730	214827	157490
1731	214945	157361
1732	215062	157232
1733	215206	157123
1734	215320	156991
1735	215440	156864
1736	215563	156739
1737	215691	156618
1738	215806	156487
1739	215936	156367
1740	216062	156244
1741	216191	156124
1742	216327	156009
1743	216454	155887
1744	216591	155771
1745	216733	155660
1746	216858	155537
1747	216987	155416
1748	217101	155285
1749	217235	155168
1750	217354	155040
1751	217475	154914
1752	217597	154788
1753	217727	154668
1754	217837	154534
1755	217965	154412
1756	218084	154285
1757	218203	154157
1758	218340	154042
1759	218458	153914
1760	218584	153791
1761	218710	153668
1762	218842	153549
1763	218967	153426
1764	219073	153289
1765	219199	153166
1766	219322	153042
1767	219448	152919
1768	219581	152800
1769	219709	152679
1770	219830	152553
1771	219945	152422
1772	220076	152303
1773	220202	152180
1774	220328	152057
1775	220448	151930
1776	220566	151802
1777	220721	151699
1778	220843	151573
1779	220958	151443
1780	221074	151313
1781	221199	151190
1782	221317	151062
1783	221444	150939
1784	221561	150811
1785	221685	150686
1786	221817	150568
1787	221930	150435
1788	222076	150326
1789	222205	150205
1790	222329	150081
1791	222442	149949
1792	222567	149826
1793	222675	149691
1794	222786	149558
1795	222909	149433
1796	223053	149323
1797	223163	149189
1798	223291	149068
1799	223420	148947
1800	223540	148820
1801	223647	148684
1802	223770	148559
1803	223895	148436
1804	224008	148304
1805	224135	148182
1806	224243	148047
1807	224367	147923
1808	224500	147805
1809	224609	147671
1810	224736	147548
1811	224856	147422
1812	224979	147297
1813	225096	147168
1814	225230	147051
1815	225358	146929
1816	225486	146808
1817	225611	146684
1818	225735	146560
1819	225863	146439
1820	225985	146313
1821	226106	146187
1822	226231	146064
1823	226350	145936
1824	226468	145808
1825	226583	145678
1826	226707	145554
1827	226825	145426
1828	226948	145301
1829	227072	145177
1830	227198	145054
1831	227314	144925
1832	227444	144804
1833	227561	144676
1834	227683	144551
1835	227791	144416
1836	227917	144293
1837	228042	144170
1838	228153	144038
1839	228285	143918
1840	228406	143792
1841	228534	143671
1842	228652	143543
1843	228766	143413
1844	228891	143289
1845	229024	143171
1846	229167	143059
1847	229291	142935
1848	229410	142807
1849	229530	142681
1850	229653	142556
1851	229762	142422
1852	229876	142292
1853	230005	142171
1854	230131	142048
1855	230255	141924
1856	230374	141797
1857	230493	141670
1858	230617	141546
1859	230738	141420
1860	230857	141293
1861	230975	141165
1862	231103	141043
1863	231227	140920
1864	231349	140794
1865	231476	140672
1866	231616	140557
1867	231745	140436
1868	231873	140315
1869	231999	140192
1870	232116	140063
1871	232246	139943
1872	232368	139817
1873	232491	139693
1874	232624	139574
1875	232750	139451
1876	232873	139326
1877	232992	139200
1878	233118	139077
1879	233238	138950
1880	233353	138820
1881	233472	138694
1882	233595	138569
1883	233710	138440
1884	233835	138316
1885	233971	138199
1886	234093	138074
1887	234220	137951
1888	234348	137830
1889	234473	137706
1890	234596	137581
1891	234719	137457
1892	234841	137331
1893	235022	137241
1894	235157	137123
1895	235285	137001
1896	235404	136874
1897	235525	136748
1898	235649	136624
1899	235769	136498
1900	235891	136372
1901	236010	136245
1902	236133	136121
1903	236247	135991
1904	236374	135868
1905	236494	135742
1906	236612	135614
1907	236730	135487
1908	236854	135362
1909	236967	135233
1910	237087	135106
1911	237209	134981
1912	237333	134857
1913	237449	134728
1914	237571	134603
1915	237693	134477
1916	237817	134353
1917	237944	134231
1918	238064	134105
1919	238186	133979
1920	238307	133853
1921	238431	133729
1922	238547	133601
1923	238673	133478
1924	238868	133394
1925	238987	133267
1926	239119	133147
1927	239239	133020
1928	239365	132897
1929	239493	132776
1930	239611	132648
1931	239735	132524
1932	239860	132400
1933	239988	132279
1934	240139	132169
1935	240258	132042
1936	240382	131918
1937	240509	131795
1938	240637	131674
1939	240754	131546
1940	240889	131428
1941	241021	131308
1942	241147	131185
1943	241274	131062
1944	241381	130929
1945	241504	130804
1946	241619	130675
1947	241747	130553
1948	241861	130424
1949	241992	130303
1950	242103	130172
1951	242228	130049
1952	242352	129924
1953	242473	129798
1954	242604	129678
1955	242738	129560
1956	242864	129436
1957	242999	129318
1958	243158	129213
1959	243268	129081
1960	243387	128954
1961	243503	128826
1962	243627	128701
1963	243750	128577
1964	243877	128454
1965	243991	128325
1966	244111	128198
1967	244229	128071
1968	244344	127942
1969	244456	127812
1970	244592	127694
1971	244699	127561
1972	244807	127428
1973	244920	127299
1974	245022	127163
1975	245148	127040
1976	245265	126912
1977	245381	126784
1978	245496	126656
1979	245612	126527
1980	245731	126401
1981	245853	126275
1982	245997	126162
1983	246134	126044
1984	246258	125920
1985	246384	125797
1986	246521	125680
1987	246654	125560
1988	246767	125430
1989	246886	125304
1990	247008	125179
1991	247128	125052
1992	247248	124926
1993	247372	124802
1994	247493	124677
1995	247609	124549
1996	247728	124422
1997	247861	124302
1998	247993	124182
1999	248111	124055
2000	248231	123929
2001	248379	123817
2002	248543	123713
2003	248673	123592
2004	248792	123465
2005	248909	123337
2006	249030	123212
2007	249155	123088
2008	249278	122964
2009	249427	122852
2010	249562	122733
2011	249699	122615
2012	249800	122480
2013	249927	122357
2014	250050	122233
2015	250178	122110
2016	250298	121984
2017	250426	121862
2018	250547	121737
2019	250666	121610
2020	250798	121490
2021	250917	121363
2022	251040	121239
2023	251172	121118
2024	251298	120995
2025	251422	120871
2026	251541	120745
2027	251666	120621
2028	251796	120499
2029	251910	120370
2030	252037	120248
2031	252160	120123
2032	252276	119995
2033	252403	119873
2034	252534	119752
2035	252654	119626
2036	252777	119501
2037	252887	119370
2038	253005	119243
2039	253126	119118
2040	253245	118991
2041	253364	118865
2042	253480	118737
2043	253631	118625
2044	253760	118504
2045	253878	118377
2046	253991	118248
2047	254104	118118
2048	254227	117994
2049	254352	117870
2050	254466	117742
2051	254601	117622
2052	254729	117500
2053	254855	117377
2054	254970	117249
2055	255080	117118
2056	255205	116995
2057	255350	116880
2058	255474	116756
2059	255599	116632
2060	255720	116507
2061	255857	116389
2062	255977	116263
2063	256108	116142
2064	256237	116020
2065	256364	115897
2066	256484	115771
2067	256600	115643
2068	256748	115530
2069	256873	115406
2070	256994	115281
2071	257120	115158
2072	257265	115043
2073	257379	114914
2074	257514	114795
2075	257639	114671
2076	257768	114550
2077	257898	114428
2078	258022	114304
2079	258148	114181
2080	258261	114051
2081	258407	113937
2082	258530	113813
2083	258651	113687
2084	258769	113560
2085	258889	113434
2086	259022	113314
2087	259149	113191
2088	259275	113068
2089	259390	112940
2090	259515	112816
2091	259630	112688
2092	259748	112561
2093	259874	112438
2094	259996	112313
2095	260119	112189
2096	260248	112066
2097	260375	111944
2098	260508	111824
2099	260631	111699
2100	260751	111573
2101	260874	111448
2102	260998	111324
2103	261118	111198
2104	261236	111072
2105	261356	110946
2106	261479	110821
2107	261595	110694
2108	261729	110574
2109	261852	110449
2110	261976	110325
2111	262095	110199
2112	262223	110076
2113	262348	109953
2114	262471	109828
2115	262599	109706
2116	262741	109589
2117	262867	109465
2118	263001	109346
2119	263134	109225
2120	263280	109110
2121	263408	108988
2122	263536	108865
2123	263658	108740
2124	263782	108616
2125	263901	108490
2126	264026	108366
2127	264148	108241
2128	264279	108120
2129	264405	107996
2130	264527	107871
2131	264648	107746
2132	264771	107621
2133	264890	107495
2134	265017	107372
2135	265138	107246
2136	265268	107125
2137	265397	107002
2138	265512	106875
2139	265637	106751
2140	265757	106625
2141	265880	106501
2142	265990	106371
2143	266111	106245
2144	266230	106119
2145	266350	105993
2146	266478	105871
2147	266601	105747
2148	266719	105620
2149	266846	105497
2150	266997	105384
2151	267159	105274
2152	267279	105148
2153	267400	105023
2154	267532	104902
2155	267655	104777
2156	267772	104651
2157	267932	104540
2158	268060	104418
2159	268207	104303
2160	268291	104162
2161	268404	104034
2162	268531	103911
2163	268653	103786
2164	268786	103665
2165	268911	103542
2166	269040	103419
2167	269171	103298
2168	269294	103173
2169	269415	103048
2170	269533	102921
2171	269665	102800
2172	269784	102674
2173	269906	102549
2174	270018	102420
2175	270143	102297
2176	270259	102169
2177	270378	102043
2178	270496	101917
2179	270607	101788
2180	270753	101672
2181	270874	101547
2182	270992	101420
2183	271113	101295
2184	271227	101167
2185	271358	101045
2186	271475	100918
2187	271603	100796
2188	271727	100672
2189	271859	100550
2190	271955	100416
2191	272074	100290
2192	272195	100164
2193	272311	100037
2194	272439	99915
2195	272559	99789
2196	272677	99663
2197	272811	99542
2198	272938	99419
2199	273064	99296
2200	273180	99169
2201	273305	99045
2202	273423	98918
2203	273545	98794
2204	273658	98665
2205	273773	98538
2206	273894	98413
2207	274015	98288
2208	274139	98163
2209	274257	98037
2210	274388	97916
2211	274512	97791
2212	274632	97666
2213	274755	97542
2214	274877	97417
2215	274994	97290
2216	275113	97164
2217	275235	97039
2218	275356	96914
2219	275480	96790
2220	275601	96665
2221	275724	96540
2222	275840	96413
2223	275968	96291
2224	276091	96166
2225	276211	96041
2226	276330	95915
2227	276443	95787
2228	276561	95661
2229	276684	95536
2230	276801	95410
2231	276953	95295
2232	277092	95176
2233	277221	95054
2234	277342	94929
2235	277464	94804
2236	277593	94682
2237	277714	94556
2238	277834	94431
2239	277952	94305
2240	278106	94191
2241	278235	94069
2242	278363	93946
2243	278496	93825
2244	278615	93699
2245	278748	93577
2246	278863	93451
2247	278980	93324
2248	279094	93196
2249	279208	93069
2250	279319	92941
2251	279450	92819
2252	279571	92694
2253	279687	92567
2254	279809	92442
2255	279931	92317
2256	280065	92196
2257	280186	92072
2258	280296	91943
2259	280418	91818
2260	280539	91693
2261	280664	91569
2262	280787	91445
2263	280902	91318
2264	281016	91190
2265	281150	91069
2266	281272	90945
2267	281393	90819
2268	281518	90696
2269	281650	90574
2270	281770	90449
2271	281888	90323
2272	282005	90197
2273	282120	90070
2274	282247	89947
2275	282383	89826
2276	282508	89702
2277	282618	89574
2278	282740	89449
2279	282855	89322
2280	282986	89201
2281	283115	89078
2282	283238	88954
2283	283358	88828
2284	283468	88700
2285	283583	88573
2286	283709	88449
2287	283861	88334
2288	283989	88211
2289	284109	88086
2290	284232	87961
2291	284351	87836
2292	284489	87716
2293	284616	87593
2294	284746	87471
2295	284874	87348
2296	284997	87223
2297	285108	87095
2298	285236	86973
2299	285362	86849
2300	285483	86724
2301	285636	86609
2302	285755	86483
2303	285876	86358
2304	285987	86230
2305	286115	86107
2306	286239	85983
2307	286363	85859
2308	286484	85734
2309	286606	85609
2310	286732	85486
2311	286864	85364
2312	287010	85246
2313	287126	85120
2314	287242	84993
2315	287355	84866
2316	287481	84743
2317	287603	84618
2318	287729	84494
2319	287852	84370
2320	287972	84245
2321	288085	84117
2322	288203	83992
2323	288323	83866
2324	288451	83743
2325	288568	83617
2326	288697	83495
2327	288837	83375
2328	288961	83251
2329	289081	83126
2330	289199	83000
2331	289324	82876
2332	289444	82751
2333	289571	82628
2334	289714	82509
2335	289860	82391
2336	290014	82276
2337	290147	82154
2338	290266	82029
2339	290395	81906
2340	290512	81780
2341	290635	81655
2342	290759	81531
2343	290879	81406
2344	291011	81284
2345	291135	81160
2346	291267	81038
2347	291387	80913
2348	291508	80788
2349	291631	80663
2350	291751	80538
2351	291866	80412
2352	291994	80289
2353	292115	80164
2354	292230	80037
2355	292354	79913
2356	292491	79792
2357	292627	79672
2358	292764	79551
2359	292889	79427
2360	293017	79304
2361	293137	79179
2362	293270	79057
2363	293398	78934
2364	293518	78809
2365	293636	78683
2366	293774	78563
2367	293898	78439
2368	294028	78316
2369	294150	78192
2370	294270	78066
2371	294379	77938
2372	294485	77809
2373	294605	77684
2374	294725	77559
2375	294853	77436
2376	294982	77313
2377	295106	77189
2378	295229	77064
2379	295346	76938
2380	295466	76813
2381	295607	76694
2382	295711	76564
2383	295830	76439
2384	295947	76313
2385	296065	76187
2386	296211	76069
2387	296342	75946
2388	296461	75821
2389	296586	75697
2390	296700	75571
2391	296816	75444
2392	296933	75319
2393	297056	75194
2394	297177	75069
2395	297304	74946
2396	297417	74819
2397	297539	74694
2398	297663	74570
2399	297781	74445
2400	297893	74318
2401	298016	74194
2402	298137	74069
2403	298260	73944
2404	298421	73829
2405	298538	73704
2406	298663	73580
2407	298780	73454
2408	298903	73330
2409	299026	73205
2410	299153	73082
2411	299282	72959
2412	299408	72835
2413	299525	72710
2414	299643	72584
2415	299773	72461
2416	299898	72338
2417	300019	72213
2418	300142	72088
2419	300265	71964
2420	300395	71841
2421	300521	71718
2422	300645	71594
2423	300765	71468
2424	300883	71343
2425	301001	71217
2426	301126	71094
2427	301253	70970
2428	301377	70846
2429	301489	70719
2430	301609	70594
2431	301732	70470
2432	301855	70346
2433	301971	70220
2434	302092	70095
2435	302210	69969
2436	302324	69843
2437	302445	69718
2438	302572	69595
2439	302702	69472
2440	302847	69353
2441	302975	69230
2442	303100	69106
2443	303235	68984
2444	303357	68860
2445	303475	68734
2446	303606	68612
2447	303721	68486
2448	303826	68357
2449	303947	68233
2450	304070	68108
2451	304190	67983
2452	304312	67859
2453	304431	67734
2454	304551	67609
2455	304670	67484
2456	304794	67359
2457	304918	67235
2458	305037	67110
2459	305158	66985
2460	305303	66866
2461	305421	66741
2462	305534	66614
2463	305649	66488
2464	305766	66363
2465	305877	66236
2466	306000	66112
2467	306123	65987
2468	306243	65862
2469	306362	65737
2470	306482	65612
2471	306611	65489
2472	306732	65365
2473	306856	65241
2474	306979	65116
2475	307105	64993
2476	307223	64867
2477	307340	64742
2478	307465	64618
2479	307578	64492
2480	307688	64365
2481	307809	64240
2482	307936	64117
2483	308062	63993
2484	308185	63869
2485	308306	63744
2486	308427	63620
2487	308552	63496
2488	308676	63372
2489	308783	63244
2490	308910	63121
2491	309030	62996
2492	309152	62872
2493	309280	62748
2494	309401	62624
2495	309529	62501
2496	309666	62379
2497	309788	62255
2498	309915	62131
2499	310029	62005
2500	310148	61880
2501	310268	61756
2502	310399	61633
2503	310528	61510
2504	310642	61384
2505	310771	61261
2506	310892	61136
2507	311029	61015
2508	311148	60890
2509	311261	60764
2510	311372	60637
2511	311498	60514
2512	311612	60388
2513	311719	60260
2514	311838	60135
2515	311959	60011
2516	312080	59886
2517	312203	59762
2518	312329	59638
2519	312456	59515
2520	312578	59391
2521	312703	59267
2522	312827	59143
2523	312932	59015
2524	313057	58891
2525	313180	58767
2526	313296	58642
2527	313454	58524
2528	313582	58401
2529	313703	58276
2530	313829	58153
2531	313944	58027
2532	314057	57901
2533	314183	57778
2534	314306	57653
2535	314431	57530
2536	314555	57406
2537	314676	57281
2538	314796	57156
2539	314913	57031
2540	315035	56907
2541	315171	56785
2542	315287	56659
2543	315427	56538
2544	315548	56414
2545	315669	56289
2546	315791	56165
2547	315933	56044
2548	316058	55920
2549	316211	55802
2550	316331	55677
2551	316448	55552
2552	316574	55428
2553	316693	55303
2554	316818	55179
2555	316933	55054
2556	317048	54928
2557	317172	54804
2558	317280	54677
2559	317406	54554
2560	317523	54429
2561	317645	54304
2562	317773	54181
2563	317901	54058
2564	318014	53932
2565	318128	53806
2566	318252	53682
2567	318370	53557
2568	318481	53431
2569	318605	53307
2570	318732	53184
2571	318858	53060
2572	318990	52937
2573	319124	52815
2574	319246	52691
2575	319368	52566
2576	319490	52442
2577	319602	52316
2578	319710	52190
2579	319839	52066
2580	319975	51944
2581	320102	51821
2582	320221	51696
2583	320337	51571
2584	320459	51447
2585	320581	51322
2586	320719	51201
2587	320864	51080
2588	320988	50956
2589	321111	50832
2590	321230	50707
2591	321370	50586
2592	321503	50463
2593	321624	50339
2594	321747	50214
2595	321866	50090
2596	322002	49967
2597	322136	49845
2598	322252	49720
2599	322452	49608
2600	322571	49483
2601	322715	49362
2602	322846	49239
2603	322971	49115
2604	323099	48992
2605	323212	48866
2606	323336	48742
2607	323447	48616
2608	323569	48491
2609	323697	48368
2610	323825	48245
2611	323945	48120
2612	324073	47997
2613	324190	47872
2614	324314	47748
2615	324432	47623
2616	324553	47498
2617	324673	47374
2618	324800	47250
2619	324926	47126
2620	325051	47002
2621	325168	46877
2622	325293	46754
2623	325411	46629
2624	325539	46505
2625	325660	46381
2626	325801	46259
2627	325917	46134
2628	326065	46013
2629	326194	45890
2630	326320	45766
2631	326432	45640
2632	326558	45517
2633	326695	45394
2634	326813	45270
2635	326944	45147
2636	327064	45022
2637	327195	44899
2638	327313	44774
2639	327449	44652
2640	327581	44529
2641	327700	44404
2642	327820	44279
2643	327948	44156
2644	328070	44032
2645	328196	43908
2646	328317	43783
2647	328444	43660
2648	328564	43535
2649	328683	43411
2650	328799	43285
2651	328926	43162
2652	329054	43038
2653	329179	42914
2654	329314	42792
2655	329447	42669
2656	329561	42544
2657	329674	42418
2658	329796	42294
2659	329930	42171
2660	330052	42047
2661	330173	41922
2662	330312	41800
2663	330441	41677
2664	330571	41553
2665	330696	41430
2666	330806	41304
2667	330927	41179
2668	331059	41056
2669	331182	40932
2670	331295	40807
2671	331409	40681
2672	331549	40559
2673	331693	40438
2674	331824	40315
2675	331952	40191
2676	332072	40067
2677	332198	39943
2678	332307	39817
2679	332441	39694
2680	332566	39570
2681	332687	39446
2682	332804	39321
2683	332920	39196
2684	333039	39071
2685	333165	38947
2686	333296	38824
2687	333421	38700
2688	333548	38577
2689	333672	38453
2690	333798	38329
2691	333922	38205
2692	334042	38080
2693	334157	37955
2694	334272	37830
2695	334384	37705
2696	334504	37580
2697	334624	37456
2698	334753	37332
2699	334872	37208
2700	334990	37083
2701	335107	36958
2702	335231	36834
2703	335352	36710
2704	335479	36586
2705	335602	36462
2706	335748	36340
2707	335864	36215
2708	335987	36091
2709	336118	35968
2710	336234	35843
2711	336364	35720
2712	336487	35596
2713	336611	35471
2714	336733	35347
2715	336856	35223
2716	336978	35099
2717	337095	34974
2718	337220	34850
2719	337355	34727
2720	337481	34603
2721	337612	34480
2722	337744	34357
2723	337863	34232
2724	337985	34108
2725	338108	33984
2726	338230	33860
2727	338355	33736
2728	338480	33612
2729	338600	33487
2730	338719	33363
2731	338847	33239
2732	338967	33115
2733	339093	32991
2734	339213	32867
2735	339349	32744
2736	339468	32619
2737	339592	32495
2738	339720	32372
2739	339851	32248
2740	339982	32125
2741	340107	32001
2742	340249	31879
2743	340375	31755
2744	340498	31630
2745	340625	31507
2746	340749	31383
2747	340887	31260
2748	341013	31136
2749	341139	31012
2750	341258	30888
2751	341383	30764
2752	341514	30640
2753	341639	30516
2754	341750	30391
2755	341871	30267
2756	342002	30143
2757	342125	30019
2758	342249	29895
2759	342354	29769
2760	342475	29645
2761	342607	29522
2762	342735	29398
2763	342853	29274
2764	342970	29149
2765	343095	29025
2766	343216	28901
2767	343345	28777
2768	343468	28653
2769	343592	28529
2770	343714	28405
2771	343834	28280
2772	343957	28156
2773	344077	28032
2774	344200	27908
2775	344317	27783
2776	344433	27658
2777	344571	27535
2778	344696	27412
2779	344825	27288
2780	344951	27164
2781	345069	27039
2782	345195	26916
2783	345311	26791
2784	345431	26667
2785	345555	26543
2786	345672	26418
2787	345797	26294
2788	345915	26169
2789	346042	26046
2790	346184	25923
2791	346316	25800
2792	346468	25678
2793	346584	25553
2794	346696	25428
2795	346818	25304
2796	346939	25180
2797	347066	25056
2798	347184	24931
2799	347297	24806
2800	347452	24685
2801	347585	24561
2802	347708	24437
2803	347824	24312
2804	347939	24188
2805	348062	24064
2806	348196	23940
2807	348327	23817
2808	348449	23693
2809	348568	23568
2810	348688	23444
2811	348811	23320
2812	348929	23195
2813	349050	23071
2814	349165	22946
2815	349277	22822
2816	349394	22697
2817	349580	22577
2818	349696	22453
2819	349812	22328
2820	349957	22205
2821	350091	22082
2822	350212	21958
2823	350336	21833
2824	350458	21709
2825	350587	21586
2826	350709	21461
2827	350828	21337
2828	350956	21213
2829	351086	21090
2830	351205	20965
2831	351324	20841
2832	351449	20717
2833	351555	20592
2834	351695	20469
2835	351821	20345
2836	351945	20221
2837	352062	20096
2838	352186	19972
2839	352300	19847
2840	352427	19724
2841	352543	19599
2842	352663	19475
2843	352783	19350
2844	352903	19226
2845	353018	19102
2846	353138	18977
2847	353265	18854
2848	353387	18729
2849	353502	18605
2850	353641	18482
2851	353756	18357
2852	353876	18233
2853	353989	18108
2854	354099	17984
2855	354223	17860
2856	354345	17735
2857	354464	17611
2858	354588	17487
2859	354715	17363
2860	354849	17240
2861	354982	17116
2862	355096	16992
2863	355229	16868
2864	355359	16744
2865	355491	16621
2866	355613	16496
2867	355743	16373
2868	355858	16248
2869	355965	16123
2870	356082	15999
2871	356200	15875
2872	356319	15750
2873	356443	15626
2874	356563	15502
2875	356680	15378
2876	356795	15254
2877	356916	15129
2878	357021	15005
2879	357165	14881
2880	357285	14757
2881	357408	14633
2882	357526	14509
2883	357658	14385
2884	357772	14261
2885	357902	14137
2886	358032	14013
2887	358163	13889
2888	358288	13766
2889	358411	13641
2890	358531	13517
2891	358650	13393
2892	358763	13269
2893	358877	13144
2894	358996	13020
2895	359117	12896
2896	359235	12772
2897	359363	12648
2898	359497	12524
2899	359623	12400
2900	359750	12276
2901	359876	12152
2902	360004	12029
2903	360127	11905
2904	360255	11781
2905	360378	11657
2906	360503	11533
2907	360628	11409
2908	360748	11285
2909	360870	11160
2910	360985	11036
2911	361114	10912
2912	361236	10788
2913	361359	10664
2914	361486	10540
2915	361614	10416
2916	361736	10292
2917	361859	10168
2918	361997	10045
2919	362129	9921
2920	362249	9797
2921	362386	9673
2922	362506	9549
2923	362622	9425
2924	362733	9300
2925	362840	9176
2926	362963	9052
2927	363082	8928
2928	363197	8804
2929	363342	8680
2930	363475	8556
2931	363600	8432
2932	363730	8308
2933	363858	8184
2934	363989	8061
2935	364115	7937
2936	364239	7813
2937	364372	7689
2938	364493	7565
2939	364619	7441
2940	364742	7317
2941	364879	7193
2942	365005	7069
2943	365158	6945
2944	365276	6821
2945	365423	6698
2946	365550	6574
2947	365673	6450
2948	365781	6325
2949	365910	6201
2950	366046	6078
2951	366173	5954
2952	366299	5830
2953	366445	5706
2954	366557	5582
2955	366676	5457
2956	366797	5333
2957	366907	5209
2958	367037	5085
2959	367156	4961
2960	367286	4837
2961	367409	4713
2962	367542	4589
2963	367667	4465
2964	367782	4341
2965	367917	4217
2966	368031	4093
2967	368158	3969
2968	368274	3845
2969	368391	3721
2970	368507	3597
2971	368634	3473
2972	368762	3349
2973	368878	3224
2974	369006	3100
2975	369126	2976
2976	369257	2852
2977	369385	2728
2978	369507	2604
2979	369633	2480
2980	369760	2356
2981	369876	2232
2982	369988	2108
2983	370109	1984
2984	370235	1860
2985	370353	1736
2986	370468	1612
2987	370586	1488
2988	370706	1364
2989	370819	1240
2990	370943	1116
2991	371067	992
2992	371191	868
2993	371332	744
2994	371463	620
2995	371577	496
2996	371702	372
2997	371827	248
2998	371957	124
2999	372077	0
